Nro,Año,Período,Código Encuesta,Encuesta,Código Módulo,Módulo,Ficha,Descargar,Descargar.1,Descargar.2,VerPreguntas,VerFicha,SPSS,STATA,CSV
5,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,5,Empleo e Ingresos,,,,,"javascript:VerPreguntas('281','05','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Empleo+e+Ingresos')","javascript:VerFicha('281','05')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo05.zip,
6,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,7,Gastos en Alimentos y Bebidas (Módulo 601),,,,,"javascript:VerPreguntas('281','07','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Alimentos+y+Bebidas+%28M%F3dulo+601%29')","javascript:VerFicha('281','07')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo07.zip,
7,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,8,Instituciones Beneficas,,,,,"javascript:VerPreguntas('281','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('281','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo08.zip,
8,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,9,Mantenimiento de la Vivienda,,,,,"javascript:VerPreguntas('281','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('281','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo09.zip,
9,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,10,Transportes y Comunicaciones,,,,,"javascript:VerPreguntas('281','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('281','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo10.zip,
10,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,11,Servicios a la Vivienda,,,,,"javascript:VerPreguntas('281','11','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Servicios+a+la+Vivienda')","javascript:VerFicha('281','11')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo11.zip,
11,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,12,"Esparcimiento , Diversion y Servicios de Cultura",,,,,"javascript:VerPreguntas('281','12','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Esparcimiento+%2C+Diversion+y+Servicios+de+Cultura')","javascript:VerFicha('281','12')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo12.zip,
12,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,13,Vestido y Calzado,,,,,"javascript:VerPreguntas('281','13','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Vestido+y+Calzado')","javascript:VerFicha('281','13')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo13.zip,
13,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,15,Gastos de Transferencias,,,,,"javascript:VerPreguntas('281','15','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+de+Transferencias')","javascript:VerFicha('281','15')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo15.zip,
14,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,16,Muebles y Enseres,,,,,"javascript:VerPreguntas('281','16','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Muebles+y+Enseres')","javascript:VerFicha('281','16')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo16.zip,
15,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,17,Otros Bienes y Servicios,,,,,"javascript:VerPreguntas('281','17','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Otros+Bienes+y+Servicios')","javascript:VerFicha('281','17')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo17.zip,
16,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,18,Equipamiento del Hogar,,,,,"javascript:VerPreguntas('281','18','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Equipamiento+del+Hogar')","javascript:VerFicha('281','18')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo18.zip,
17,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,22,Producción Agrícola,,,,,"javascript:VerPreguntas('281','22','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Agr%EDcola')","javascript:VerFicha('281','22')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo22.zip,
18,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,23,Subproductos Agricolas,,,,,"javascript:VerPreguntas('281','23','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Agricolas')","javascript:VerFicha('281','23')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo23.zip,
19,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,24,Producción Forestal,,,,,"javascript:VerPreguntas('281','24','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Forestal')","javascript:VerFicha('281','24')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo24.zip,
20,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,25,Gastos en Actividades Agricolas y/o Forestales,,,,,"javascript:VerPreguntas('281','25','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Agricolas+y%2Fo+Forestales')","javascript:VerFicha('281','25')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo25.zip,
21,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,26,Producción Pecuaria,,,,,"javascript:VerPreguntas('281','26','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Pecuaria')","javascript:VerFicha('281','26')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo26.zip,
22,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,27,Subproductos Pecuarios,,,,,"javascript:VerPreguntas('281','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('281','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo27.zip,
23,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,28,Gastos en Actividades Pecuarias,,,,,"javascript:VerPreguntas('281','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('281','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo28.zip,
24,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,34,Sumarias ( Variables Calculadas ),,,,,"javascript:VerPreguntas('281','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('281','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo34.zip,
25,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,37,Programas Sociales (Miembros del Hogar),,,,,"javascript:VerPreguntas('281','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('281','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo37.zip,
26,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,77,Ingresos del Trabajador Independiente,,,,,"javascript:VerPreguntas('281','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('281','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo77.zip,
27,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,78,Bienes y Servicios de Cuidados Personales,,,,,"javascript:VerPreguntas('281','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('281','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo78.zip,
28,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,84,Participación Ciudadana,,,,,"javascript:VerPreguntas('281','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('281','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo84.zip,
29,2005,55,281,Condiciones de Vida y Pobreza - ENAHO,85,"Gobernabilidad, Democracia y Transparencia",,,,,"javascript:VerPreguntas('281','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('281','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/281-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/281-Modulo85.zip,
1,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,1,Características de la Vivienda y del Hogar,,,,,"javascript:VerPreguntas('282','01','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+la+Vivienda+y+del+Hogar')","javascript:VerFicha('282','01')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo01.zip,
2,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,2,Características de los Miembros del Hogar,,,,,"javascript:VerPreguntas('282','02','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+los+Miembros+del+Hogar')","javascript:VerFicha('282','02')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo02.zip,
3,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,3,Educación,,,,,"javascript:VerPreguntas('282','03','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Educaci%F3n')","javascript:VerFicha('282','03')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo03.zip,
4,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,4,Salud,,,,,"javascript:VerPreguntas('282','04','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Salud')","javascript:VerFicha('282','04')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo04.zip,
5,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,5,Empleo e Ingresos,,,,,"javascript:VerPreguntas('282','05','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Empleo+e+Ingresos')","javascript:VerFicha('282','05')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo05.zip,
6,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,7,Gastos en Alimentos y Bebidas (Módulo 601),,,,,"javascript:VerPreguntas('282','07','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Alimentos+y+Bebidas+%28M%F3dulo+601%29')","javascript:VerFicha('282','07')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo07.zip,
7,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,8,Instituciones Beneficas,,,,,"javascript:VerPreguntas('282','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('282','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo08.zip,
8,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,9,Mantenimiento de la Vivienda,,,,,"javascript:VerPreguntas('282','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('282','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo09.zip,
9,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,10,Transportes y Comunicaciones,,,,,"javascript:VerPreguntas('282','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('282','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo10.zip,
10,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,11,Servicios a la Vivienda,,,,,"javascript:VerPreguntas('282','11','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Servicios+a+la+Vivienda')","javascript:VerFicha('282','11')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo11.zip,
11,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,12,"Esparcimiento , Diversion y Servicios de Cultura",,,,,"javascript:VerPreguntas('282','12','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Esparcimiento+%2C+Diversion+y+Servicios+de+Cultura')","javascript:VerFicha('282','12')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo12.zip,
12,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,13,Vestido y Calzado,,,,,"javascript:VerPreguntas('282','13','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Vestido+y+Calzado')","javascript:VerFicha('282','13')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo13.zip,
13,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,15,Gastos de Transferencias,,,,,"javascript:VerPreguntas('282','15','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+de+Transferencias')","javascript:VerFicha('282','15')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo15.zip,
14,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,16,Muebles y Enseres,,,,,"javascript:VerPreguntas('282','16','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Muebles+y+Enseres')","javascript:VerFicha('282','16')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo16.zip,
15,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,17,Otros Bienes y Servicios,,,,,"javascript:VerPreguntas('282','17','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Otros+Bienes+y+Servicios')","javascript:VerFicha('282','17')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo17.zip,
16,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,18,Equipamiento del Hogar,,,,,"javascript:VerPreguntas('282','18','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Equipamiento+del+Hogar')","javascript:VerFicha('282','18')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo18.zip,
17,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,22,Producción Agrícola,,,,,"javascript:VerPreguntas('282','22','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Agr%EDcola')","javascript:VerFicha('282','22')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo22.zip,
18,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,23,Subproductos Agricolas,,,,,"javascript:VerPreguntas('282','23','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Agricolas')","javascript:VerFicha('282','23')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo23.zip,
19,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,24,Producción Forestal,,,,,"javascript:VerPreguntas('282','24','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Forestal')","javascript:VerFicha('282','24')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo24.zip,
20,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,25,Gastos en Actividades Agricolas y/o Forestales,,,,,"javascript:VerPreguntas('282','25','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Agricolas+y%2Fo+Forestales')","javascript:VerFicha('282','25')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo25.zip,
21,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,26,Producción Pecuaria,,,,,"javascript:VerPreguntas('282','26','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Pecuaria')","javascript:VerFicha('282','26')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo26.zip,
22,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,27,Subproductos Pecuarios,,,,,"javascript:VerPreguntas('282','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('282','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo27.zip,
23,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,28,Gastos en Actividades Pecuarias,,,,,"javascript:VerPreguntas('282','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('282','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo28.zip,
24,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,34,Sumarias ( Variables Calculadas ),,,,,"javascript:VerPreguntas('282','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('282','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo34.zip,
25,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,37,Programas Sociales (Miembros del Hogar),,,,,"javascript:VerPreguntas('282','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('282','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo37.zip,
26,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,77,Ingresos del Trabajador Independiente,,,,,"javascript:VerPreguntas('282','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('282','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo77.zip,
27,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,78,Bienes y Servicios de Cuidados Personales,,,,,"javascript:VerPreguntas('282','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('282','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo78.zip,
28,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,84,Participación Ciudadana,,,,,"javascript:VerPreguntas('282','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('282','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo84.zip,
29,2006,55,282,Condiciones de Vida y Pobreza - ENAHO,85,"Gobernabilidad, Democracia y Transparencia",,,,,"javascript:VerPreguntas('282','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('282','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/282-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/282-Modulo85.zip,
