,Nro,Año,Período,Código Encuesta,Encuesta,Código Módulo,Módulo,Ficha,Descargar,Descargar.1,Descargar.2,VerPreguntas,VerFicha,SPSS,DBF,CSV
6,7,2021,18,761,Encuesta Nacional de Programas Presupuestales - ENAPRES,1681,CAPÍTULO 800 : SEGURIDAD VIAL,,,,,"javascript:VerPreguntas('761','1681','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800+%3A+SEGURIDAD+VIAL')","javascript:VerFicha('761','1681')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/761-Modulo1681.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/761-Modulo1681.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/761-Modulo1681.zip
7,8,2021,18,761,Encuesta Nacional de Programas Presupuestales - ENAPRES,1682,"CAPÍTULO 800A : PATRIMONIO, SERVICIOS Y BIENES CULTURALES",,,,,"javascript:VerPreguntas('761','1682','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800A+%3A+PATRIMONIO%2C+SERVICIOS+Y+BIENES+CULTURALES')","javascript:VerFicha('761','1682')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/761-Modulo1682.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/761-Modulo1682.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/761-Modulo1682.zip
8,9,2021,18,761,Encuesta Nacional de Programas Presupuestales - ENAPRES,1683,"CAPÍTULO 900 : ATENCIÓN DE INCENDIOS, MORTALIDAD, INFRAESTRUCTURA Y EXPOSICIÓN A DESASTRES",,,,,"javascript:VerPreguntas('761','1683','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+900+%3A+ATENCI%D3N+DE+INCENDIOS%2C+MORTALIDAD%2C+INFRAESTRUCTURA+Y+EXPOSICI%D3N+A+DESASTRES')","javascript:VerFicha('761','1683')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/761-Modulo1683.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/761-Modulo1683.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/761-Modulo1683.zip
9,10,2021,18,761,Encuesta Nacional de Programas Presupuestales - ENAPRES,1684,CAPÍTULO 1000 : PROTECCIÓN AL CONSUMIDOR,,,,,"javascript:VerPreguntas('761','1684','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+1000+%3A++PROTECCI%D3N+AL+CONSUMIDOR')","javascript:VerFicha('761','1684')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/761-Modulo1684.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/761-Modulo1684.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/761-Modulo1684.zip
10,11,2021,18,761,Encuesta Nacional de Programas Presupuestales - ENAPRES,1685,CAPÍTULO 100AB : TV PERÚ - RADIO NACIONAL,,,,,"javascript:VerPreguntas('761','1685','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100AB+%3A++TV+PER%DA+%2D+RADIO+NACIONAL')","javascript:VerFicha('761','1685')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/761-Modulo1685.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/761-Modulo1685.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/761-Modulo1685.zip
0,1,2022,18,785,Encuesta Nacional de Programas Presupuestales - ENAPRES,1727,CAPÍTULO 100 : CARACTERÍSTICAS DE LA VIVIENDA Y DEL HOGAR,,,,,"javascript:VerPreguntas('785','1727','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+100+%3A+CARACTER%CDSTICAS+DE+LA+VIVIENDA+Y+DEL+HOGAR')","javascript:VerFicha('785','1727')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/785-Modulo1727.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/785-Modulo1727.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/785-Modulo1727.zip
1,2,2022,18,785,Encuesta Nacional de Programas Presupuestales - ENAPRES,1728,CAPÍTULO 200 : CARACTERÍSTICAS DE LOS RESIDENTES HABITUALES DEL HOGAR,,,,,"javascript:VerPreguntas('785','1728','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+200+%3A+CARACTER%CDSTICAS+DE+LOS+RESIDENTES+HABITUALES+DEL+HOGAR')","javascript:VerFicha('785','1728')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/785-Modulo1728.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/785-Modulo1728.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/785-Modulo1728.zip
2,3,2022,18,785,Encuesta Nacional de Programas Presupuestales - ENAPRES,1729,"CAPÍTULO 300 : IDENTIDAD, DISCAPACIDAD, EMERGENCIAS MÉDICAS, PROGRAMAS SOCIALES, EDUCACIÓN, AUTOIDENTIFICACIÓN ÉTNICA, PERCEPCIÓN DE INSEGURIDAD Y ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO",,,,,"javascript:VerPreguntas('785','1729','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+300+%3A+IDENTIDAD%2C+DISCAPACIDAD%2C+EMERGENCIAS+M%C9DICAS%2C+PROGRAMAS+SOCIALES%2C+EDUCACI%D3N%2C+AUTOIDENTIFICACI%D3N+%C9TNICA%2C+PERCEPCI%D3N+DE+INSEGURIDAD+Y+ORIENTACI%D3N+SEXUAL+E+IDENTIDAD+DE+G%C9NERO')","javascript:VerFicha('785','1729')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/785-Modulo1729.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/785-Modulo1729.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/785-Modulo1729.zip
3,4,2022,18,785,Encuesta Nacional de Programas Presupuestales - ENAPRES,1730,CAPÍTULO 500 : TELECOMUNICACIÓN,,,,,"javascript:VerPreguntas('785','1730','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+500+%3A+TELECOMUNICACI%D3N')","javascript:VerFicha('785','1730')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/785-Modulo1730.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/785-Modulo1730.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/785-Modulo1730.zip
4,5,2022,18,785,Encuesta Nacional de Programas Presupuestales - ENAPRES,1731,CAPÍTULO 600 : SEGURIDAD CIUDADANA,,,,,"javascript:VerPreguntas('785','1731','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+600+%3A+SEGURIDAD+CIUDADANA')","javascript:VerFicha('785','1731')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/785-Modulo1731.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/785-Modulo1731.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/785-Modulo1731.zip
5,6,2022,18,785,Encuesta Nacional de Programas Presupuestales - ENAPRES,1732,CAPÍTULO 700 : SALUD,,,,,"javascript:VerPreguntas('785','1732','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+700+%3A+SALUD')","javascript:VerFicha('785','1732')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/785-Modulo1732.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/785-Modulo1732.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/785-Modulo1732.zip
6,7,2022,18,785,Encuesta Nacional de Programas Presupuestales - ENAPRES,1733,CAPÍTULO 800 : SEGURIDAD VIAL,,,,,"javascript:VerPreguntas('785','1733','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800+%3A+SEGURIDAD+VIAL')","javascript:VerFicha('785','1733')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/785-Modulo1733.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/785-Modulo1733.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/785-Modulo1733.zip
7,8,2022,18,785,Encuesta Nacional de Programas Presupuestales - ENAPRES,1734,"CAPÍTULO 800A : PATRIMONIO, SERVICIOS Y BIENES CULTURALES",,,,,"javascript:VerPreguntas('785','1734','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+800A+%3A+PATRIMONIO%2C+SERVICIOS+Y+BIENES+CULTURALES')","javascript:VerFicha('785','1734')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/785-Modulo1734.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/785-Modulo1734.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/785-Modulo1734.zip
8,9,2022,18,785,Encuesta Nacional de Programas Presupuestales - ENAPRES,1735,"CAPÍTULO 900 : ATENCIÓN DE INCENDIOS, MORTALIDAD, INFRAESTRUCTURA Y EXPOSICIÓN A DESASTRES",,,,,"javascript:VerPreguntas('785','1735','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+900+%3A+ATENCI%D3N+DE+INCENDIOS%2C+MORTALIDAD%2C+INFRAESTRUCTURA+Y+EXPOSICI%D3N+A+DESASTRES')","javascript:VerFicha('785','1735')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/785-Modulo1735.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/785-Modulo1735.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/785-Modulo1735.zip
9,10,2022,18,785,Encuesta Nacional de Programas Presupuestales - ENAPRES,1736,CAPÍTULO 1000 : PROTECCIÓN AL CONSUMIDOR,,,,,"javascript:VerPreguntas('785','1736','Encuesta+Nacional+de+Programas+Presupuestales+%2D+ENAPRES','CAP%CDTULO+1000+%3A++PROTECCI%D3N+AL+CONSUMIDOR')","javascript:VerFicha('785','1736')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/785-Modulo1736.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/785-Modulo1736.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/785-Modulo1736.zip
