,Nro,Año,Período,Código Encuesta,Encuesta,Código Módulo,Módulo,Ficha,Descargar,Descargar.1,Descargar.2,VerPreguntas,VerFicha,SPSS,STATA,CSV,DBF
9,10,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1638,Peso y talla - Anemia,,,,,"javascript:VerPreguntas('739','1638','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Peso+y+talla+%2D+Anemia')","javascript:VerFicha('739','1638')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1638.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1638.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1638.zip
10,11,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1639,Disciplina Infantil,,,,,"javascript:VerPreguntas('739','1639','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Disciplina+Infantil')","javascript:VerFicha('739','1639')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1639.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1639.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1639.zip
11,12,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1640,Encuesta de salud,,,,,"javascript:VerPreguntas('739','1640','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Encuesta+de+salud')","javascript:VerFicha('739','1640')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1640.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1640.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1640.zip
12,13,2020,5,739,Encuesta Demográfica y de Salud Familiar - ENDES,1641,Programas Sociales,,,,,"javascript:VerPreguntas('739','1641','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Programas+Sociales')","javascript:VerFicha('739','1641')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/739-Modulo1641.zip,,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/739-Modulo1641.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/DBF/739-Modulo1641.zip
0,1,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1629,Caracteristicas del Hogar,,,,,"javascript:VerPreguntas('760','1629','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+del+Hogar')","javascript:VerFicha('760','1629')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1629.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1629.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1629.zip,
1,2,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1630,Caracteristicas de la Vivienda,,,,,"javascript:VerPreguntas('760','1630','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','+Caracteristicas+de+la+Vivienda')","javascript:VerFicha('760','1630')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1630.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1630.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1630.zip,
2,3,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1631,Datos Basicos de MEF,,,,,"javascript:VerPreguntas('760','1631','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Datos+Basicos+de+MEF')","javascript:VerFicha('760','1631')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1631.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1631.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1631.zip,
3,4,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1632,Historia de Nacimiento - Tabla de Conocimiento de Metodo,,,,,"javascript:VerPreguntas('760','1632','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Historia+de+Nacimiento+%2D+Tabla+de+Conocimiento+de+Metodo')","javascript:VerFicha('760','1632')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1632.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1632.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1632.zip,
4,5,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1633,"Embarazo, Parto, Puerperio y Lactancia",,,,,"javascript:VerPreguntas('760','1633','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Embarazo%2C+Parto%2C+Puerperio+y+Lactancia')","javascript:VerFicha('760','1633')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1633.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1633.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1633.zip,
5,6,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1634,Inmunización y Salud,,,,,"javascript:VerPreguntas('760','1634','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Inmunizaci%F3n+y+Salud')","javascript:VerFicha('760','1634')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1634.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1634.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1634.zip,
6,7,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1635,Nupcialidad - Fecundidad - Cónyugue y Mujer,,,,,"javascript:VerPreguntas('760','1635','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Nupcialidad+%2D+Fecundidad+%2D+C%F3nyugue+y+Mujer')","javascript:VerFicha('760','1635')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1635.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1635.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1635.zip,
7,8,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1636,Conocimiento de Sida y uso del condón,,,,,"javascript:VerPreguntas('760','1636','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Conocimiento+de+Sida+y+uso+del+cond%F3n')","javascript:VerFicha('760','1636')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1636.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1636.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1636.zip,
8,9,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1637,Mortalidad Materna - Violencia Familiar,,,,,"javascript:VerPreguntas('760','1637','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Mortalidad+Materna+%2D+Violencia+Familiar')","javascript:VerFicha('760','1637')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1637.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1637.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1637.zip,
9,10,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1638,Peso y talla - Anemia,,,,,"javascript:VerPreguntas('760','1638','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Peso+y+talla+%2D+Anemia')","javascript:VerFicha('760','1638')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1638.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1638.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1638.zip,
10,11,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1639,Disciplina Infantil,,,,,"javascript:VerPreguntas('760','1639','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Disciplina+Infantil')","javascript:VerFicha('760','1639')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1639.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1639.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1639.zip,
11,12,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1640,Encuesta de salud,,,,,"javascript:VerPreguntas('760','1640','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Encuesta+de+salud')","javascript:VerFicha('760','1640')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1640.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1640.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1640.zip,
12,13,2021,5,760,Encuesta Demográfica y de Salud Familiar - ENDES,1641,Programas Sociales,,,,,"javascript:VerPreguntas('760','1641','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Programas+Sociales')","javascript:VerFicha('760','1641')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/760-Modulo1641.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/760-Modulo1641.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/760-Modulo1641.zip,
0,1,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1629,Caracteristicas del Hogar,,,,,"javascript:VerPreguntas('786','1629','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Caracteristicas+del+Hogar')","javascript:VerFicha('786','1629')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1629.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1629.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1629.zip,
1,2,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1630,Caracteristicas de la Vivienda,,,,,"javascript:VerPreguntas('786','1630','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','+Caracteristicas+de+la+Vivienda')","javascript:VerFicha('786','1630')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1630.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1630.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1630.zip,
2,3,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1631,Datos Basicos de MEF,,,,,"javascript:VerPreguntas('786','1631','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Datos+Basicos+de+MEF')","javascript:VerFicha('786','1631')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1631.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1631.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1631.zip,
3,4,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1632,Historia de Nacimiento - Tabla de Conocimiento de Metodo,,,,,"javascript:VerPreguntas('786','1632','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Historia+de+Nacimiento+%2D+Tabla+de+Conocimiento+de+Metodo')","javascript:VerFicha('786','1632')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1632.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1632.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1632.zip,
4,5,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1633,"Embarazo, Parto, Puerperio y Lactancia",,,,,"javascript:VerPreguntas('786','1633','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Embarazo%2C+Parto%2C+Puerperio+y+Lactancia')","javascript:VerFicha('786','1633')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1633.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1633.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1633.zip,
5,6,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1634,Inmunización y Salud,,,,,"javascript:VerPreguntas('786','1634','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Inmunizaci%F3n+y+Salud')","javascript:VerFicha('786','1634')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1634.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1634.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1634.zip,
6,7,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1635,Nupcialidad - Fecundidad - Cónyugue y Mujer,,,,,"javascript:VerPreguntas('786','1635','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Nupcialidad+%2D+Fecundidad+%2D+C%F3nyugue+y+Mujer')","javascript:VerFicha('786','1635')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1635.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1635.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1635.zip,
7,8,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1636,Conocimiento de Sida y uso del condón,,,,,"javascript:VerPreguntas('786','1636','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Conocimiento+de+Sida+y+uso+del+cond%F3n')","javascript:VerFicha('786','1636')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1636.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1636.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1636.zip,
8,9,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1637,Mortalidad Materna - Violencia Familiar,,,,,"javascript:VerPreguntas('786','1637','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Mortalidad+Materna+%2D+Violencia+Familiar')","javascript:VerFicha('786','1637')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1637.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1637.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1637.zip,
9,10,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1638,Peso y talla - Anemia,,,,,"javascript:VerPreguntas('786','1638','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Peso+y+talla+%2D+Anemia')","javascript:VerFicha('786','1638')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1638.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1638.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1638.zip,
10,11,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1639,Disciplina Infantil,,,,,"javascript:VerPreguntas('786','1639','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Disciplina+Infantil')","javascript:VerFicha('786','1639')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1639.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1639.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1639.zip,
11,12,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1640,Encuesta de salud,,,,,"javascript:VerPreguntas('786','1640','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Encuesta+de+salud')","javascript:VerFicha('786','1640')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1640.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1640.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1640.zip,
12,13,2022,5,786,Encuesta Demográfica y de Salud Familiar - ENDES,1641,Programas Sociales,,,,,"javascript:VerPreguntas('786','1641','Encuesta+Demogr%E1fica+y+de+Salud+Familiar+%2D+ENDES','Programas+Sociales')","javascript:VerFicha('786','1641')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/786-Modulo1641.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/786-Modulo1641.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/786-Modulo1641.zip,
